0.070201,0.044901,0.044301,0.0441,0.044301,0.0466,0.0458,0.047201,0.0462,0.045501,0.044901,0.046001,0.072101,0.046,0.045801,0.046701,0.045601,0.058001,0.045301,0.045301,0.044601,0.0622,0.0453,0.0453,0.045801,0.045101,0.059801,0.0458,0.060601,0.045801,0.0459,0.046101,0.0611,0.045,0.0458,0.062401,0.0455,0.045001,0.0451,0.055901,0.045001,0.0468,0.0459,0.045301,0.0455,0.068701,0.0457,0.044701,0.063001,0.065901
0.79731,0.79751,0.82051,0.800209,0.801409,0.82041,0.81641,0.838611,0.84001,0.81401,0.800509,0.80061,0.80071,0.81261,0.80001,0.81701,0.81821,0.80051,0.79781,0.79981,0.81141,0.805209,0.83481,0.82071,0.81851,0.798509,0.81741,0.80021,5.14096,0.814609,0.80631,0.804909,0.80001,0.83941,0.809409,0.80271,0.82591,0.802809,0.80621,0.82621,0.79881,0.80691,0.804409,0.800609,0.808409,0.80981,0.81901,0.81331,0.80491,0.80191
1.58722,1.56672,1.56642,1.57922,1.56712,1.55742,1.56802,1.55632,1.55912,1.56312,1.55782,1.55652,1.55162,1.55172,1.57442,1.56962,1.57452,1.57562,1.57232,1.55042,1.55602,1.58412,1.56352,1.63152,1.55492,1.57642,1.55932,1.55352,1.57622,1.55692,1.56852,1.58362,1.56692,1.56632,1.59332,1.58192,1.55412,1.55732,1.55402,1.55312,1.58142,1.55892,1.55802,1.57252,1.55742,1.58492,1.56802,1.57542,1.55792,1.58622
2.31033,2.31023,2.32953,2.32733,2.30823,2.32593,2.30893,2.31913,2.34533,2.35373,2.30383,2.30583,2.31623,2.31503,2.32313,2.31343,2.31603,2.31173,2.32423,2.36363,2.30493,2.37193,2.30833,2.37873,2.33063,2.30583,2.33523,2.30433,2.32493,2.38883,2.32173,2.30823,2.31323,2.31163,2.31963,2.31573,2.33123,2.31223,2.31563,2.33453,2.33783,2.31823,2.33103,2.33473,2.31893,2.31533,2.33933,2.32693,2.32933,2.32203
3.06104,3.08324,3.08364,3.07194,3.05534,3.08914,3.08944,3.06714,3.08874,3.09434,3.09134,3.08834,4.96756,3.07544,3.09574,3.08474,3.07594,3.08274,3.06944,3.07264,3.08254,3.14614,3.09164,3.15024,3.06564,3.09534,3.12144,3.07204,3.08914,3.16764,3.07544,3.09004,3.07194,3.11304,3.07364,3.09054,3.06494,3.08654,3.06324,3.06684,3.06964,3.07324,3.06494,3.06734,3.08124,3.11634,3.06764,3.08994,3.06254,3.05824
3.82544,3.81824,3.81885,3.82435,3.81994,3.84475,3.83315,3.82975,3.81325,3.82565,3.81315,5.99257,3.84555,3.84405,3.82854,3.82245,3.85505,3.82495,3.83925,3.81394,3.82615,3.92855,3.84355,3.91565,3.82484,3.83684,3.90505,3.85254,3.88425,3.91545,3.84115,3.83175,3.84625,3.84755,3.83495,3.88795,3.84575,3.81854,3.84784,3.85445,3.83834,3.83574,3.83274,3.82924,3.82534,3.83285,7.38329,3.83505,3.95085,3.84845
4.57325,4.59856,4.57985,4.57295,4.60225,4.62995,4.58835,4.57986,4.57275,4.58415,4.57495,4.56705,4.58425,4.58406,4.59755,4.58385,4.59775,11.1421,4.61945,4.57226,4.63706,4.74766,4.61745,4.76096,4.57145,4.62376,4.69376,4.57855,4.62376,4.75376,4.57025,4.58545,4.59845,4.58915,4.57915,4.58885,4.58995,4.57876,4.57795,4.59286,4.58885,4.57485,4.58305,4.57885,4.59666,4.59765,4.58785,4.60806,4.58635,4.57625
5.33336,5.32366,5.34216,5.33646,5.32506,5.32996,5.34166,5.32816,5.35236,5.37106,5.35496,5.33426,5.33426,5.33596,5.33476,5.33346,5.35646,5.32506,5.34906,5.32666,5.39566,5.58457,5.40166,5.55837,5.33486,6.35867,5.47496,5.35206,5.43886,5.56246,5.32926,5.35446,5.35926,5.32286,5.33716,5.32406,5.38546,5.32796,5.32516,5.36346,5.36256,5.33076,6.56778,5.33706,5.32946,5.33926,5.36136,5.37126,5.33056,5.32526
6.10007,6.09667,6.07687,6.08267,6.07237,6.14917,6.08727,6.09287,6.08537,6.09297,6.10717,6.08237,6.11247,6.09907,6.09187,6.16457,6.14287,6.10087,6.08967,6.10897,6.24157,6.39787,6.21367,6.36447,6.08747,6.17827,6.26407,6.17337,6.17527,6.39757,6.09147,6.08267,6.10377,6.09037,6.11687,6.08377,6.08587,6.09527,6.11857,6.11407,6.10247,6.09667,6.09197,6.08297,6.08487,6.09027,6.08087,6.08607,6.10577,6.09917
6.85528,6.82998,6.86958,6.85698,6.82288,6.83528,6.83088,6.83218,6.91118,6.84248,7.20018,6.83168,6.87048,6.85478,6.87008,6.88248,6.84708,6.83358,6.96118,6.86018,6.96418,7.11058,7.02708,7.13348,6.90608,6.98038,7.07188,6.97438,6.98108,7.16488,6.83508,6.86598,6.85198,6.86088,6.86248,6.85398,6.86668,8.06209,6.84168,6.86758,8.6788,6.85258,6.84788,6.85218,6.84408,6.84518,6.86048,6.83928,6.83538,6.82968
