53.9264,46.2589,37.6849,39.4565,46.7743,49.6727,52.9595,5.32179,57.4112,60.6798,62.1593,66.3897,66.3012,70.8292,73.2435,11.4191,81.0739,79.513,81.6114,85.7541,86.066,89.9915,91.9379,12.1544,97.8934,101.306,103.315,107.039,107.86,112.373,115.097,15.6357,120.499,117.244,123.939,122.015,127.349,129.984,129.859,22.2978,138.257,139.9,143.07,145.375,146.713,150.375,153.455,22.3332,156.861,159.269,162.046,164.152,165.934,168.547,177.24,29.6381,177.989,181.079,183.581,183.712,187.993,189.884,192.563,29.474,197.014
46.0278,71.3397,75.9438,85.4818,96.9764,104.064,110.931,14.6596,146.477,155.272,182.051,195.555,208.863,212.219,220.123,31.6594,270.309,284.164,295.794,307.843,321.008,332.082,341.109,72.3914,400.161,407.265,420.064,437.052,451.514,463.243,477.073,85.2978,543.706,553.503,568.334,580.655,599.292,618.383,633.958,196.302,695.79,707.917,724.262,729.104,742.878,763.773,778.554,163.623,844.781,854.311,872.95,889.483,913.862,923.67,947.628,337.432,1022.31,1037.24,1048.89,1068.25,1088.22,1105.03,1120.44,272.992,1234.89
53.7414,105.791,112.625,129.937,137.646,155.175,165.62,23.6855,232.517,246.11,274.45,296.33,315.297,329.608,346.836,52.3753,437.296,453.712,470.831,500.452,518.753,541.562,563.034,127.012,669.796,687.714,709.766,736.648,758.745,789.465,807.417,147.527,919.796,947.248,974.083,999.364,1028.44,1057.71,1083.89,363.452,1217.49,1236.37,1257.77,1286.22,1306.21,1346.66,1360.91,293.03,1502.07,1525.08,1550.91,1575.23,1626.78,1638.9,1670.92,635.267,1824.77,1846.58,1869.39,1910.3,1938.55,1979.64,2010.64,498.692,2223.0
64.1061,140.502,149.932,175.304,186.32,205.823,220.116,32.7546,320.448,351.182,367.812,410.368,424.49,448.199,470.719,73.1227,598.849,621.542,651.59,696.497,715.733,749.964,792.225,155.069,935.67,961.817,995.315,1033.95,1073.05,1103.02,1140.0,211.918,1315.83,1337.66,1374.51,1425.04,1463.36,1503.98,1543.13,529.807,1735.59,1769.84,1790.61,1854.63,1870.43,1926.09,1964.05,422.531,2148.0,2187.8,2223.85,2270.15,2318.32,2352.5,2404.86,938.562,2624.98,2654.83,2688.59,2756.67,2795.22,2852.19,2885.57,727.589,3210.29
73.2965,175.694,190.689,221.503,244.176,257.507,277.749,41.9575,403.751,435.478,468.442,516.267,535.403,569.865,594.059,93.6794,769.06,799.143,837.463,885.194,927.838,964.711,1006.78,200.713,1226.1,1238.79,1281.64,1339.9,1384.99,1435.15,1469.28,273.337,1700.21,1730.62,1787.92,1841.62,1895.57,1950.33,2003.83,696.803,2247.92,2297.45,2324.22,2390.95,2440.57,2507.17,2540.21,552.066,2801.89,2843.23,2896.02,2955.48,3023.06,3066.11,3143.69,1229.44,3423.88,3469.59,3513.97,3595.17,3642.25,3728.2,3766.43,956.058,4202.46
84.1638,211.195,225.685,266.652,296.092,309.535,331.011,51.01,491.964,529.288,558.581,620.531,655.309,681.774,725.742,114.471,934.391,981.767,1014.19,1082.58,1131.49,1167.75,1224.03,245.724,1469.98,1522.69,1567.35,1635.84,1687.8,1754.43,1808.06,337.287,2106.09,2139.39,2198.06,2271.6,2325.28,2389.33,2453.36,863.557,2770.97,2830.1,2868.74,2954.2,3000.63,3080.09,3138.36,681.734,3455.15,3507.97,3574.12,3645.18,3724.6,3786.93,3876.32,1529.15,4247.38,4282.42,4333.18,4446.69,4498.66,4593.46,4652.33,1179.46,5195.94
91.7843,245.652,264.233,311.454,331.719,362.011,397.283,61.7046,584.511,615.651,663.182,725.484,771.976,800.98,857.809,135.387,1115.53,1151.5,1197.72,1279.49,1333.4,1383.42,1441.94,291.259,1770.74,1793.21,1858.58,1953.3,2002.22,2072.17,2134.68,399.52,2472.87,2525.7,2611.88,2684.72,2762.25,2843.73,2904.04,1033.16,3297.83,3355.19,3403.81,3501.64,3564.55,3667.59,3714.49,810.997,4116.55,4183.96,4248.28,4332.05,4425.12,4504.57,4599.3,1677.03,5022.93,5101.78,5159.21,5282.48,5347.96,5475.96,5543.35,1410.88,6190.16
102.621,280.131,300.914,357.896,382.827,418.474,449.47,71.1006,674.618,710.712,758.847,833.754,878.132,925.382,966.253,156.016,1283.53,1322.06,1393.95,1470.3,1536.67,1596.16,1672.62,399.27,2018.93,2063.51,2147.16,2237.49,2311.17,2383.07,2468.82,461.632,2854.99,2923.24,3029.6,3109.89,3205.62,3276.68,3363.94,1197.02,3802.12,3899.77,3936.74,4058.97,4127.44,4244.67,4302.68,942.447,4761.33,4833.83,4931.33,5025.88,5152.03,5214.16,5327.8,2127.95,5831.26,5903.89,5983.87,6123.92,6208.15,6339.49,6434.52,1642.91,7171.56
113.326,315.289,342.842,403.83,433.163,469.819,496.448,80.0113,755.18,803.519,856.008,936.941,996.98,1043.62,1093.91,176.518,1443.87,1490.77,1571.75,1661.69,1725.22,1809.8,1892.22,457.405,2282.42,2358.72,2423.3,2543.17,2615.82,2716.28,2797.86,526.945,3238.96,3342.52,3403.4,3552.11,3622.52,3720.4,3825.36,1363.89,4327.49,4408.73,4478.5,4618.85,4694.65,4814.04,4904.31,1068.94,5418.4,5511.38,5608.93,5706.59,5835.56,5924.98,6062.03,2427.45,6628.85,6719.34,6806.71,6981.71,7060.44,7216.31,7308.01,1859.64,8163.08
123.09,351.628,376.605,449.733,493.914,522.67,553.191,89.3381,843.269,897.887,951.516,1044.1,1101.73,1157.57,1232.04,201.085,1600.0,1679.08,1750.6,1861.22,1951.91,2027.2,2128.2,508.463,2551.89,2644.74,2724.41,2842.01,2933.2,3030.21,3137.5,586.631,3626.58,3713.71,3813.87,3959.96,4052.7,4172.1,4281.27,1531.17,4843.85,4955.26,5018.98,5167.33,5253.19,5408.59,5483.63,1198.78,6063.84,6173.25,6279.23,6405.46,6551.97,6651.18,6796.41,2722.81,7432.43,7535.19,7631.37,7811.22,7906.09,8089.04,8195.87,2092.18,9158.29
