16.6623,0.0103,0.0103,0.0102,0.0112,0.0129,0.013701,0.0127,0.0132,0.0276,0.0137,0.0123,0.0131,0.012701,0.0123,0.0129,0.0134,0.0127,0.0129,0.050401,0.0129,0.0135,0.0135,0.014,0.0138,0.013601,0.0138,0.013601,0.0135,0.0136,0.0145,0.013801,0.0135,0.0142,0.0131,0.0128,0.014001,0.014,0.0143,0.0137,0.0141,0.0133,0.014301,0.013801,0.0132,0.0137,0.0147,0.0159,0.0163,0.0153
0.250604,0.063501,0.0231,0.0246,0.0262,0.025901,0.263305,0.026001,0.025801,0.026,0.078101,0.030501,0.032901,0.0269,0.0299,0.0307,0.031,0.0382,0.031601,0.033001,0.052101,0.0263,0.0247,0.024,0.0314,0.954715,0.0322,0.0269,0.033401,0.033601,0.0312,0.021701,0.0302,0.0301,0.026501,0.388506,0.0253,0.048,0.0271,0.023,0.026001,0.024201,0.0235,0.0333,0.031701,0.032401,0.0326,0.024101,0.037701,0.0255
0.038701,0.085801,0.053001,0.0365,0.0366,0.038,0.056401,0.039101,0.060201,0.0382,0.038301,0.038501,0.055101,0.044301,0.054801,0.055701,0.054901,0.057701,0.0382,0.037601,0.038301,0.054201,0.049501,0.036501,0.044,0.209103,0.057001,0.0308,0.036501,0.0378,0.037401,0.038101,0.0362,0.0375,0.036101,0.037301,0.064701,0.037101,0.037101,0.037301,0.059001,0.037501,0.068301,0.037201,0.054101,0.055401,0.058701,0.0589,0.037701,0.056801
0.048801,0.044501,0.177603,0.166202,0.176803,0.163202,0.168703,0.169902,0.165803,0.165402,0.191503,0.168402,0.169102,0.175002,0.167903,0.170602,0.170302,0.147703,0.148402,0.153903,0.147802,0.145402,0.145402,0.149702,0.138302,0.456207,0.69161,0.633809,0.043401,0.0471,0.047101,0.066001,0.049001,0.0466,0.0471,0.083201,0.0514,0.065101,0.049701,0.067401,0.045401,0.046701,0.048,0.047401,0.047001,0.050101,0.046401,0.0473,0.051101,0.049001
0.224303,0.68951,0.053401,0.523908,0.053001,0.058701,0.059401,0.058801,0.0582,0.058701,0.077801,0.061001,0.080201,0.078001,0.078301,0.071201,0.091802,0.060201,0.061901,0.0604,0.078301,0.0575,0.060201,0.059901,0.0605,0.094501,0.057501,0.076501,0.0587,0.056901,0.058301,0.0567,0.083101,0.057401,0.090301,0.058901,0.092501,0.058801,0.077901,0.092101,0.075801,0.056601,0.057301,0.057201,0.058801,0.088501,0.080602,0.094801,0.063801,0.092701
0.090701,0.159802,0.092902,0.101501,0.0733,0.140602,0.101901,0.070801,0.089402,0.114902,0.089901,0.070701,0.073101,0.071801,0.072701,0.074101,0.088501,0.071901,0.068601,0.072401,0.088001,0.072701,0.091101,0.0722,0.072701,0.070301,0.0697,0.070401,0.071501,0.087401,0.069501,0.089601,0.071401,0.072601,0.069701,0.086101,0.068401,0.085901,0.108002,0.103301,0.066801,0.117302,0.068601,0.072401,0.067201,0.069001,0.072701,0.071201,0.089801,0.070201
0.106901,0.161002,0.095201,0.117801,0.073701,5.13467,0.086601,0.111301,0.113701,0.135501,0.081301,0.082101,0.084301,0.083201,0.082601,0.084501,0.114601,0.090001,0.100001,0.081102,0.111401,0.081601,0.080301,0.083902,0.100801,0.084401,0.081901,0.111402,0.119502,0.080601,0.080301,0.112701,0.083402,0.078701,0.081501,0.082201,0.082201,0.081101,0.080801,0.080001,0.098101,0.080001,0.100201,0.081301,0.099102,0.084001,0.100601,0.081101,0.083002,0.080301
0.093201,0.157802,0.073001,0.134102,0.090401,0.125601,0.088501,0.111202,0.089801,0.093701,0.093001,0.092001,0.092501,0.091701,0.122802,0.094401,0.089801,0.105902,0.140302,0.092401,0.121602,0.113802,0.109401,0.095602,0.108301,0.111201,0.091101,0.090702,0.110002,0.091101,0.107801,0.095801,0.109801,0.111501,0.091801,0.090902,0.090301,0.110601,0.092002,0.110102,0.089601,0.092701,0.092101,0.093701,0.091202,0.090201,0.096301,0.092502,0.093301,0.109901
0.101802,0.201902,0.117401,0.147901,0.093001,0.115901,0.115802,0.100501,0.105101,0.103302,0.106701,0.104701,0.101301,0.106701,0.345504,0.115901,0.097902,0.103201,0.101901,0.104701,0.125501,0.101801,0.104601,0.105101,0.100901,0.103702,0.122302,0.136702,0.102402,0.122602,0.106002,0.104001,0.102201,0.107401,0.104902,0.124102,0.104201,0.121302,0.118602,0.104101,0.122101,0.132302,0.105901,0.129502,0.120502,0.110701,0.139802,0.106101,0.104901,0.104401
0.117001,0.217302,0.113401,0.141401,0.109902,0.111201,0.113202,0.111201,0.114101,0.111801,0.113902,0.142102,0.112101,0.115801,0.119901,0.113401,0.110902,0.130902,0.149201,0.120001,0.132902,0.116801,0.133301,0.116901,0.115401,0.120802,0.130602,0.119102,0.136902,0.114701,0.117901,0.117001,0.116001,0.115901,0.116102,0.116802,0.135101,0.116501,0.133901,0.112801,0.131802,0.115401,0.112601,0.133802,0.119001,0.151701,0.117001,0.116301,0.159802,0.119001
0.155302,0.234203,0.135801,0.170601,0.136802,0.120701,0.126701,0.122302,0.124601,0.133001,0.130102,0.144702,0.124601,0.144701,0.128101,0.130001,0.123401,0.173702,0.143002,0.146101,0.127601,0.147302,0.127802,0.127502,0.144302,0.124901,0.129401,0.139502,0.125402,0.126002,0.135501,0.127301,0.126101,0.125702,0.162002,0.129602,0.142002,0.127002,0.129202,0.127002,0.128901,0.123101,0.124102,0.156001,0.129701,0.130901,0.152302,0.135302,0.126501,0.135201
0.170402,0.244603,0.131201,0.165602,0.134901,0.133802,0.137902,0.134501,0.138101,0.134401,0.142901,0.131701,0.155701,0.158501,0.157802,0.139001,0.137202,0.163602,0.158502,0.137201,0.154102,0.156302,0.135802,0.141202,0.157702,0.164302,0.136101,0.169402,0.134601,0.160001,0.137301,0.140402,0.135201,0.168301,0.138501,0.136102,0.167101,0.146101,0.160902,0.147402,0.139601,0.153001,0.158002,0.174002,0.143401,0.139101,0.137701,0.141101,0.137802,0.154601
0.146902,0.243602,0.156701,0.292204,0.149002,0.146802,0.148001,0.148601,0.163902,0.189802,0.149702,0.165502,0.162802,0.167202,0.168502,0.200702,0.147602,0.146401,0.156101,0.151102,0.149502,0.147701,0.147902,4.60345,0.142302,0.148001,0.147902,0.165802,0.169101,0.149402,0.165402,0.146102,0.149902,0.149202,0.150101,0.152801,0.149002,0.152002,0.155202,0.149302,0.146702,0.146502,0.156502,0.153301,0.184502,0.153801,0.149402,0.148601,0.165401,0.170702
0.159402,0.290103,0.155102,0.210702,0.176902,0.152301,0.159402,0.174502,0.159601,0.183502,0.180802,0.157001,0.185102,0.161101,0.180702,0.174702,0.158302,0.178002,0.158302,0.160002,0.173302,0.173702,0.155902,0.160701,0.163502,0.179402,0.169702,0.159302,0.178602,0.161202,0.155702,0.156401,0.164001,0.164002,0.156501,0.195502,0.156101,0.163402,0.160301,0.157502,0.156302,0.158202,0.159202,0.163302,0.163502,0.184502,0.193103,0.160003,0.161003,0.158603
0.189404,0.205504,0.190604,0.208303,0.152003,0.164103,0.172903,0.166303,0.172703,0.173903,0.192704,0.171003,0.192803,0.168403,0.200504,0.194004,0.167903,0.171503,0.176404,0.188303,0.188603,0.199104,0.188204,0.187903,0.168903,0.173403,0.194603,0.168103,0.174003,0.201504,0.189604,0.173403,0.169903,0.174603,0.177403,0.172903,0.182203,0.186603,0.171702,0.172403,0.168803,0.170803,0.185203,0.176003,0.175003,0.191103,0.174203,0.215404,0.172902,0.182903
0.192903,0.323205,0.143103,0.219004,0.180503,0.172202,0.182503,0.179903,0.185503,0.180802,0.183003,0.173603,0.194903,0.181503,0.201103,0.181903,2.06513,0.178803,0.179603,0.179203,0.179203,0.180403,0.210903,0.206903,0.224803,0.177503,0.210203,0.179303,0.182903,0.187003,0.198604,0.182003,0.180203,0.200003,0.202303,0.178703,0.178703,0.179003,0.201403,0.183803,0.177402,0.179203,0.202603,0.186703,0.186503,0.184203,0.186103,0.178502,0.182503,0.176103
0.194003,0.289704,0.226503,0.231104,0.184903,0.188003,0.192403,0.196703,0.189603,0.237604,0.192303,0.195403,0.191002,0.228104,0.199503,0.193703,0.223803,0.192803,0.224203,0.193103,0.193303,0.233704,0.240304,0.208103,0.192702,0.228003,0.194602,0.191903,0.199003,0.215203,0.227203,0.223004,0.236504,0.189903,0.195803,0.190303,0.190603,0.213403,0.227403,0.194303,0.187502,0.198703,0.194103,0.197803,0.193003,0.198403,0.191003,0.238903,0.195202,0.224304
0.206502,0.299205,0.160302,0.237903,0.235003,0.240003,0.205503,0.193203,0.203202,0.202603,0.203003,0.238504,0.199703,0.247103,0.257104,0.200503,0.198303,0.202203,0.200603,0.198202,0.237903,0.206303,0.237303,0.197503,0.231003,0.202703,0.202003,0.234303,0.223303,0.205703,0.203603,0.237803,0.224303,0.199103,0.203403,0.208203,0.197003,0.251504,0.206902,0.231904,0.200403,0.239503,0.241204,0.243603,0.241004,0.240403,0.248204,0.203603,0.237503,0.201302
0.217003,0.248604,0.239203,0.294704,0.241903,0.207303,0.251003,0.211403,0.277604,0.427306,0.251204,0.659009,0.257603,0.212803,0.256103,0.215003,0.211602,0.211203,0.217003,0.209403,0.208902,0.212703,0.260804,0.213703,0.213503,0.250604,0.221403,0.215303,0.212502,0.244603,0.212902,0.207003,0.236703,0.217203,0.233903,0.246803,0.254103,0.246403,0.241303,0.220602,0.210003,0.215203,0.212503,0.218702,0.247603,0.250603,0.216303,0.251903,0.218103,0.221302
0.243403,0.226303,0.167002,0.265904,0.244703,0.239003,0.223603,0.223303,0.258803,0.221003,0.265303,0.223603,0.224403,0.235603,0.225002,0.256603,0.253604,0.221103,0.277303,0.224503,0.279203,0.244703,0.222003,0.227003,0.263903,0.261604,0.222903,0.223803,0.223303,0.223103,0.223803,0.217302,0.281403,0.217203,0.261404,0.216602,0.221003,0.224003,0.227803,0.224203,0.218603,0.221602,0.242603,0.223403,0.234503,0.257803,0.290803,0.230003,0.223203,0.241203
